arm	pair	pas_id	gene_id	pvalue	qvalue	effect	effect_kind	dispersion	p_emp	n_null_ref	q_perm	nominal_hit	perm_hit	effect_floor_pass
A_fisher_reads	ES_vs_RS	57852	ENSMUSG00000048416	0.0	0.0	0.3900978166672877	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	57855	ENSMUSG00000048416	0.0	0.0	-0.3900978166672877	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	179766	ENSMUSG00000030544	0.0	0.0	0.5005406854167909	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	179769	ENSMUSG00000030544	0.0	0.0	-0.5005406854167908	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	89827	ENSMUSG00000092329	0.0	0.0	-0.4517415430275831	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	158541	ENSMUSG00000090202	0.0	0.0	-0.6662480558361565	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	158547	ENSMUSG00000090202	0.0	0.0	0.6662480558361565	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	188695	ENSMUSG00000001948	0.0	0.0	0.2943010443275401	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	188683	ENSMUSG00000001948	0.0	0.0	-0.2943010443275401	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	89959	ENSMUSG00000092329	7.153695204513303e-280	1.867114448377972e-278	0.2964688651303178	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	89958	ENSMUSG00000092329	1.6449252209581858e-136	3.9029589333644224e-135	0.1552726778972653	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	133806	ENSMUSG00000043050	7.025727714719913e-64	1.5280957779515812e-62	-0.0545474012108838	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	133821	ENSMUSG00000022501	4.3568494758053225e-43	8.747213178347607e-42	-0.0254357634949767	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	133823	ENSMUSG00000022501	1.9375754646073123e-34	3.612194259017918e-33	0.0242719409767219	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	163024	ENSMUSG00000048686	1.843325425323772e-28	3.2073862400633623e-27	0.0361050986508949	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	133809	ENSMUSG00000043050	5.623862235717889e-27	9.173925272014806e-26	0.03951842343986	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	133812	ENSMUSG00000050058	7.662141048643903e-26	1.1763640080565052e-24	-0.0278562485124719	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	41549	ENSMUSG00000021545	1.1839876671393866e-25	1.6264251638072626e-24	-0.1860006027193278	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	41548	ENSMUSG00000021545	1.1839876671393866e-25	1.6264251638072626e-24	0.1860006027193277	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	133815	ENSMUSG00000050058	8.589164668170724e-24	1.1208859891962797e-22	0.0386952679985043	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	133816	ENSMUSG00000038015	2.1123271895629912e-23	2.6253209355997174e-22	-0.0234777475098008	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	33851	ENSMUSG00000022428	9.107513059540972e-20	1.0335047428435626e-18	-0.1657102139054559	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	33846	ENSMUSG00000022428	9.107513059540972e-20	1.0335047428435626e-18	0.1657102139054559	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	True
A_fisher_reads	ES_vs_RS	133817	ENSMUSG00000038015	1.801649958842699e-15	1.9592943302414352e-14	0.0165517892981899	delta_proportion		0.00046468401486988845	2151	0.005053438661710037	True	True	False
A_fisher_reads	ES_vs_RS	163021	ENSMUSG00000048686	5.62439565690376e-14	5.871869065807526e-13	-0.0253407084871333	delta_proportion		0.0009293680297397769	2151	0.008663037705788634	True	True	False
A_fisher_reads	ES_vs_RS	47892	ENSMUSG00000025176	1.458828298826059e-13	1.4644391768984668e-12	-0.0431971489931994	delta_proportion		0.0009293680297397769	2151	0.008663037705788634	True	True	False
A_fisher_reads	ES_vs_RS	179141	ENSMUSG00000094445	4.568398379519593e-12	4.258399918052192e-11	-0.0752793202208464	delta_proportion		0.0009293680297397769	2151	0.008663037705788634	True	True	False
A_fisher_reads	ES_vs_RS	179142	ENSMUSG00000094445	4.568398379519593e-12	4.258399918052192e-11	0.0752793202208464	delta_proportion		0.0009293680297397769	2151	0.008663037705788634	True	True	False
A_fisher_reads	ES_vs_RS	9991	ENSMUSG00000047025	1.7937189437841486e-10	1.560535481092209e-09	-0.0876967641798711	delta_proportion		0.0013940520446096654	2151	0.012128252788104088	True	True	False
A_fisher_reads	ES_vs_RS	9990	ENSMUSG00000047025	1.7937189437841486e-10	1.560535481092209e-09	0.0876967641798711	delta_proportion		0.0013940520446096654	2151	0.012128252788104088	True	True	False
A_fisher_reads	ES_vs_RS	156832	ENSMUSG00000105734	2.391983878644348e-10	2.013896104277984e-09	0.1352191397087175	delta_proportion		0.0018587360594795538	2151	0.014268532691887164	True	True	True
A_fisher_reads	ES_vs_RS	116189	ENSMUSG00000062825	1.3055988422575284e-09	1.0326099934218637e-08	0.0845796979971022	delta_proportion		0.0018587360594795538	2151	0.014268532691887164	True	True	False
A_fisher_reads	ES_vs_RS	116188	ENSMUSG00000062825	1.3055988422575284e-09	1.0326099934218637e-08	-0.0845796979971021	delta_proportion		0.0018587360594795538	2151	0.014268532691887164	True	True	False
A_fisher_reads	ES_vs_RS	47891	ENSMUSG00000025176	5.518036194988703e-09	4.2359042555648587e-08	0.0370523220031956	delta_proportion		0.0018587360594795538	2151	0.014268532691887164	True	True	False
A_fisher_reads	ES_vs_RS	163020	ENSMUSG00000048686	1.3540071594109929e-08	1.0097024817321977e-07	-0.0152454910573543	delta_proportion		0.0037174721189591076	2151	0.026223249271576408	True	True	False
A_fisher_reads	ES_vs_RS	55486	ENSMUSG00000027502	8.444619593270896e-08	5.956880307685685e-07	-0.0800305363799203	delta_proportion		0.0037174721189591076	2151	0.026223249271576408	True	True	False
A_fisher_reads	ES_vs_RS	55487	ENSMUSG00000027502	8.444619593270896e-08	5.956880307685685e-07	0.0800305363799203	delta_proportion		0.0037174721189591076	2151	0.026223249271576408	True	True	False
A_fisher_reads	ES_vs_RS	21549	ENSMUSG00000021203	2.360768193894822e-07	1.5798987143757655e-06	0.0663616701029538	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	False
A_fisher_reads	ES_vs_RS	21550	ENSMUSG00000021203	2.360768193894822e-07	1.5798987143757655e-06	-0.0663616701029538	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	False
A_fisher_reads	ES_vs_RS	133818	ENSMUSG00000038015	4.101133360349801e-07	2.675989517628245e-06	0.0069259582116109	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	False
A_fisher_reads	ES_vs_RS	14307	ENSMUSG00000020827	8.151676583660482e-07	5.065684734131871e-06	0.0823934514486194	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	False
A_fisher_reads	ES_vs_RS	14308	ENSMUSG00000020827	8.151676583660482e-07	5.065684734131871e-06	-0.0823934514486194	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	False
A_fisher_reads	ES_vs_RS	43086	ENSMUSG00000024233	9.28674297989435e-07	5.508727085800966e-06	-0.1287028040588911	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	True
A_fisher_reads	ES_vs_RS	43085	ENSMUSG00000024233	9.28674297989435e-07	5.508727085800966e-06	0.1287028040588911	delta_proportion		0.004646840148698885	2151	0.027564210882054747	True	True	True
A_fisher_reads	ES_vs_RS	156831	ENSMUSG00000105734	3.736761860359385e-06	2.1673218790084432e-05	-0.1078787622881689	delta_proportion		0.0060408921933085506	2151	0.034275497009859386	True	True	True
A_fisher_reads	ES_vs_RS	60541	ENSMUSG00000028156	5.331544758785655e-06	3.0250721348762085e-05	-0.0490962284025863	delta_proportion		0.0060408921933085506	2151	0.034275497009859386	True	True	False
A_fisher_reads	ES_vs_RS	14791	ENSMUSG00000037926	6.665677246271162e-06	3.701578215482496e-05	-0.0877389808815295	delta_proportion		0.006970260223048327	2151	0.03870718974926837	True	True	False
A_fisher_reads	ES_vs_RS	133811	ENSMUSG00000043050	1.0314641429955588e-05	5.608586277538351e-05	0.0098288636427016	delta_proportion		0.008828996282527882	2151	0.04800766728624536	True	True	False
A_fisher_reads	ES_vs_RS	75186	ENSMUSG00000029766	1.3203186327670346e-05	7.03271761535094e-05	-0.0519922127823953	delta_proportion		0.009758364312267658	2151	0.05197822623473181	True	False	False
A_fisher_reads	ES_vs_RS	9505	ENSMUSG00000047129	1.918497678383995e-05	0.0001001455788116	0.0818955424936371	delta_proportion		0.011152416356877323	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	163023	ENSMUSG00000048686	2.345193774499056e-05	0.0001200187402243	0.010975229819854	delta_proportion		0.011152416356877323	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	14807	ENSMUSG00000037926	2.614616828422864e-05	0.0001312336523496	0.0607651387888968	delta_proportion		0.012081784386617101	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	113254	ENSMUSG00000037278	2.8577011752092468e-05	0.0001407283031565	0.0627562253463297	delta_proportion		0.012081784386617101	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	78597	ENSMUSG00000030161	3.906670028321109e-05	0.0001888223847021	-0.0396113262816498	delta_proportion		0.012081784386617101	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	53477	ENSMUSG00000100963	5.553214910418563e-05	0.0002588194806462	0.0579199441654003	delta_proportion		0.012081784386617101	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	53478	ENSMUSG00000100963	5.553214910418563e-05	0.0002588194806462	-0.0579199441654003	delta_proportion		0.012081784386617101	2151	0.05630974508762613	True	False	False
A_fisher_reads	ES_vs_RS	141137	ENSMUSG00000036438	0.0001103365275236	0.0005052251523449	0.0721041927869517	delta_proportion		0.017193308550185873	2151	0.07872725494032479	True	False	False
A_fisher_reads	ES_vs_RS	8994	ENSMUSG00000020156	0.0001265090097364	0.0005596415515458	-0.082688593469397	delta_proportion		0.019516728624535316	2151	0.08633671476277487	True	False	False
A_fisher_reads	ES_vs_RS	8986	ENSMUSG00000020156	0.0001265090097364	0.0005596415515458	0.0826885934693969	delta_proportion		0.019516728624535316	2151	0.08633671476277487	True	False	False
A_fisher_reads	ES_vs_RS	16465	ENSMUSG00000035530	0.0001461226852603	0.0006356336808826	0.0149204014844404	delta_proportion		0.020910780669144983	2151	0.08947071728929247	True	False	False
A_fisher_reads	ES_vs_RS	120021	ENSMUSG00000021270	0.0001556739449801	0.0006660803219642	-0.050360598117068	delta_proportion		0.020910780669144983	2151	0.08947071728929247	True	False	False
A_fisher_reads	ES_vs_RS	70431	ENSMUSG00000036323	0.000222102627138	0.0009349804142423	-0.0326679312116978	delta_proportion		0.02509293680297398	2151	0.10563316944477756	True	False	False
A_fisher_reads	ES_vs_RS	157399	ENSMUSG00000055891	0.0005579593126834	0.0023115457239744	-0.0239012417239703	delta_proportion		0.03485130111524164	2151	0.14438396176314394	True	False	False
A_fisher_reads	ES_vs_RS	133810	ENSMUSG00000043050	0.0006349857226686	0.0025895511502579	0.0065696827996892	delta_proportion		0.0362453531598513	2151	0.14553903345724906	True	False	False
A_fisher_reads	ES_vs_RS	156660	ENSMUSG00000074435	0.000659800473333	0.0026493526698451	-0.0127018084529748	delta_proportion		0.0362453531598513	2151	0.14553903345724906	True	False	False
A_fisher_reads	ES_vs_RS	95468	ENSMUSG00000050089	0.000782295369489	0.0030474491259201	-0.0259740461015275	delta_proportion		0.03949814126394052	2151	0.15386589358042502	True	False	False
A_fisher_reads	ES_vs_RS	95469	ENSMUSG00000050089	0.000782295369489	0.0030474491259201	0.0259740461015275	delta_proportion		0.03949814126394052	2151	0.15386589358042502	True	False	False
A_fisher_reads	ES_vs_RS	9504	ENSMUSG00000047129	0.0008001604603363	0.0030712041198204	-0.0780654035190146	delta_proportion		0.040427509293680296	2151	0.1551702930242729	True	False	False
A_fisher_reads	ES_vs_RS	21540	ENSMUSG00000043319	0.0010785714182847	0.0040677219102462	0.0321951138084602	delta_proportion		0.041821561338289966	2151	0.15593467870419545	True	False	False
A_fisher_reads	ES_vs_RS	78596	ENSMUSG00000030161	0.0010909598992997	0.0040677219102462	0.0230254640018765	delta_proportion		0.041821561338289966	2151	0.15593467870419545	True	False	False
A_fisher_reads	ES_vs_RS	107397	ENSMUSG00000078442	0.0014656251426432	0.0053128911420816	0.1595562337230246	delta_proportion		0.047862453531598514	2151	0.17350139405204462	True	False	True
A_fisher_reads	ES_vs_RS	107398	ENSMUSG00000078442	0.0014656251426432	0.0053128911420816	-0.1595562337230247	delta_proportion		0.047862453531598514	2151	0.17350139405204462	True	False	True
A_fisher_reads	ES_vs_RS	156661	ENSMUSG00000074435	0.0017418442229849	0.0062276896191652	0.0120055846276026	delta_proportion		0.04925650557620818	2151	0.17610887610123746	True	False	False
A_fisher_reads	ES_vs_RS	113255	ENSMUSG00000037278	0.0022205480252556	0.0078319328998881	-0.0505480106334172	delta_proportion		0.05483271375464684	2151	0.19339646337787603	True	False	False
A_fisher_reads	ES_vs_RS	33582	ENSMUSG00000049653	0.0030527612152198	0.0103476711321089	-0.0996738750231476	delta_proportion		0.06319702602230483	2151	0.2142132959976826	True	False	False
A_fisher_reads	ES_vs_RS	21333	ENSMUSG00000001175	0.0030147627014584	0.0103476711321089	0.0691191972565817	delta_proportion		0.062267657992565055	2151	0.2142132959976826	True	False	False
A_fisher_reads	ES_vs_RS	33581	ENSMUSG00000049653	0.0030527612152198	0.0103476711321089	0.0996738750231477	delta_proportion		0.06319702602230483	2151	0.2142132959976826	True	False	False
A_fisher_reads	ES_vs_RS	170278	ENSMUSG00000029433	0.0035636275508867	0.0119244460356595	-0.0589936819669635	delta_proportion		0.06598513011152417	2151	0.22079639691163858	True	False	False
A_fisher_reads	ES_vs_RS	64551	ENSMUSG00000078593	0.0037797923056741	0.0123315723972618	0.0230479554408368	delta_proportion		0.06784386617100371	2151	0.22134061338289962	True	False	False
A_fisher_reads	ES_vs_RS	64552	ENSMUSG00000078593	0.0037797923056741	0.0123315723972618	-0.0230479554408368	delta_proportion		0.06784386617100371	2151	0.22134061338289962	True	False	False
A_fisher_reads	ES_vs_RS	193515	ENSMUSG00000079579	0.0039385041929811	0.0126907357329393	0.0345926867682498	delta_proportion		0.06970260223048327	2151	0.22333733792728264	True	False	False
A_fisher_reads	ES_vs_RS	60538	ENSMUSG00000028156	0.0040327981493271	0.0128361014265167	0.0287077146227188	delta_proportion		0.07016728624535316	2151	0.22333733792728264	True	False	False
A_fisher_reads	ES_vs_RS	171545	ENSMUSG00000095040	0.0045095294271166	0.0140117521485409	0.0558010474232603	delta_proportion		0.07295539033457249	2151	0.22668281996813597	True	False	False
A_fisher_reads	ES_vs_RS	171546	ENSMUSG00000095040	0.0045095294271166	0.0140117521485409	-0.0558010474232602	delta_proportion		0.07295539033457249	2151	0.22668281996813597	True	False	False
A_fisher_reads	ES_vs_RS	132217	ENSMUSG00000063480	0.0077673749876279	0.023850410256128	-0.0698252731564183	delta_proportion		0.09711895910780668	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	191634	ENSMUSG00000118396	0.0090735550867588	0.027448403841016	0.018156643219792	delta_proportion		0.10176579925650557	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	120006	ENSMUSG00000021270	0.0091494679470053	0.027448403841016	0.0309471106343197	delta_proportion		0.10269516728624535	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	112531	ENSMUSG00000041165	0.0095172547821944	0.0279101516646375	-0.0438395261620584	delta_proportion		0.10455390334572491	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	112532	ENSMUSG00000041165	0.0095172547821944	0.0279101516646375	0.0438395261620584	delta_proportion		0.10455390334572491	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	120005	ENSMUSG00000021270	0.0102912470650175	0.0298446164885508	0.0194134874827483	delta_proportion		0.10641263940520446	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	60540	ENSMUSG00000028156	0.0107987661493116	0.0309722853293445	0.0249723065743239	delta_proportion		0.10641263940520446	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	157400	ENSMUSG00000055891	0.0112193851317011	0.0318289078192826	0.0218732317207392	delta_proportion		0.10641263940520446	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	132219	ENSMUSG00000063480	0.0118759588706806	0.033329303927394	0.0767936314917245	delta_proportion		0.1087360594795539	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	131883	ENSMUSG00000033055	0.0122609871123072	0.0333345587115852	0.0558761263231563	delta_proportion		0.10966542750929369	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	75185	ENSMUSG00000029766	0.0121999366512834	0.0333345587115852	0.0348687761737747	delta_proportion		0.10966542750929369	2151	0.2981528810408922	True	False	False
A_fisher_reads	ES_vs_RS	131884	ENSMUSG00000033055	0.0122609871123072	0.0333345587115852	-0.0558761263231563	delta_proportion		0.10966542750929369	2151	0.2981528810408922	True	False	False
