arm	perm	pair	pas_id	gene_id	pvalue	qvalue	effect
A_fisher_reads	1	ES_vs_RS	68641	ENSMUSG00000029131	7.38445436238528e-05	0.0021784140369036	0.0630355378925363
A_fisher_reads	1	ES_vs_RS	68628	ENSMUSG00000029131	7.38445436238528e-05	0.0021784140369036	-0.0630355378925363
A_fisher_reads	1	ES_vs_RS	27590	ENSMUSG00000025290	0.0002990218511427	0.0058807630724749	0.0482935402262901
A_fisher_reads	1	ES_vs_RS	27589	ENSMUSG00000025290	0.0048210546876245	0.0711105566424624	-0.0380063457421165
A_fisher_reads	1	ES_vs_RS	13859	ENSMUSG00000019505	0.0137150197759002	0.1348643611296858	0.0154522847930125
A_fisher_reads	1	ES_vs_RS	13856	ENSMUSG00000019505	0.0137150197759002	0.1348643611296858	-0.0154522847930125
A_fisher_reads	1	ES_vs_RS	176767	ENSMUSG00000035458	0.0267144828447859	0.1950928208772842	0.0423305942239558
A_fisher_reads	1	ES_vs_RS	186925	ENSMUSG00000031847	0.0358013656835499	0.1950928208772842	-0.0236004222401108
A_fisher_reads	1	ES_vs_RS	56472	ENSMUSG00000039335	0.039679895771651	0.1950928208772842	-0.0148598097794905
A_fisher_reads	1	ES_vs_RS	56475	ENSMUSG00000039335	0.039679895771651	0.1950928208772842	0.0148598097794904
A_fisher_reads	1	ES_vs_RS	186926	ENSMUSG00000031847	0.0358013656835499	0.1950928208772842	0.0236004222401108
A_fisher_reads	1	ES_vs_RS	176768	ENSMUSG00000035458	0.0267144828447859	0.1950928208772842	-0.0423305942239558
A_fisher_reads	1	ES_vs_RS	56753	ENSMUSG00000027680	0.0615406124024184	0.2593497236959065	0.0314589075738981
A_fisher_reads	1	ES_vs_RS	56760	ENSMUSG00000027680	0.0615406124024184	0.2593497236959065	-0.0314589075738981
A_fisher_reads	1	ES_vs_RS	89958	ENSMUSG00000092329	0.0977722989670532	0.3605353524410086	0.0283653796158606
A_fisher_reads	1	ES_vs_RS	89948	ENSMUSG00000092329	0.0977722989670532	0.3605353524410086	-0.0283653796158605
A_fisher_reads	1	ES_vs_RS	27591	ENSMUSG00000025290	0.1584436660321962	0.5498927232882105	-0.0102871944841734
A_fisher_reads	1	ES_vs_RS	69220	ENSMUSG00000050677	0.2086510702606226	0.5862101497798444	-0.0399929527836504
A_fisher_reads	1	ES_vs_RS	44572	ENSMUSG00000051401	0.2038092615630888	0.5862101497798444	-0.0119960047552655
A_fisher_reads	1	ES_vs_RS	106518	ENSMUSG00000037012	0.1807699557308899	0.5862101497798444	0.0187521635591416
A_fisher_reads	1	ES_vs_RS	69233	ENSMUSG00000050677	0.2086510702606226	0.5862101497798444	0.0399929527836504
A_fisher_reads	1	ES_vs_RS	100091	ENSMUSG00000099913	0.306624335995417	0.6164277592287407	0.0225439706625567
A_fisher_reads	1	ES_vs_RS	48315	ENSMUSG00000025069	0.3079404729028692	0.6164277592287407	0.0114562942755461
A_fisher_reads	1	ES_vs_RS	100090	ENSMUSG00000099913	0.306624335995417	0.6164277592287407	-0.0225439706625567
A_fisher_reads	1	ES_vs_RS	117515	ENSMUSG00000014905	0.3134378436756309	0.6164277592287407	-0.0212509216632691
A_fisher_reads	1	ES_vs_RS	78595	ENSMUSG00000030161	0.2901730025917364	0.6164277592287407	0.0227076487157131
A_fisher_reads	1	ES_vs_RS	78599	ENSMUSG00000030161	0.2901730025917364	0.6164277592287407	-0.0227076487157132
A_fisher_reads	1	ES_vs_RS	48316	ENSMUSG00000025069	0.3079404729028692	0.6164277592287407	-0.0114562942755462
A_fisher_reads	1	ES_vs_RS	106517	ENSMUSG00000037012	0.2895611669088954	0.6164277592287407	-0.0147774265886382
A_fisher_reads	1	ES_vs_RS	117510	ENSMUSG00000014905	0.3134378436756309	0.6164277592287407	0.0212509216632691
A_fisher_reads	1	ES_vs_RS	4553	ENSMUSG00000042708	0.4100299633891464	0.6719935511099899	0.0102264810455003
A_fisher_reads	1	ES_vs_RS	4552	ENSMUSG00000042708	0.4100299633891464	0.6719935511099899	-0.0102264810455003
A_fisher_reads	1	ES_vs_RS	136994	ENSMUSG00000004945	0.4094069797394204	0.6719935511099899	0.0056079749621555
A_fisher_reads	1	ES_vs_RS	136993	ENSMUSG00000004945	0.4094069797394204	0.6719935511099899	-0.0056079749621554
A_fisher_reads	1	ES_vs_RS	60644	ENSMUSG00000028271	0.3684565565486635	0.6719935511099899	0.0206583534725248
A_fisher_reads	1	ES_vs_RS	60646	ENSMUSG00000028271	0.3684565565486635	0.6719935511099899	-0.0206583534725248
A_fisher_reads	1	ES_vs_RS	93083	ENSMUSG00000032221	0.4536308956808725	0.7043216538203021	-0.0083143689443656
A_fisher_reads	1	ES_vs_RS	93092	ENSMUSG00000032221	0.4536308956808725	0.7043216538203021	0.0083143689443656
A_fisher_reads	1	ES_vs_RS	108891	ENSMUSG00000074734	0.5430953834635452	0.7718133431698567	-0.0130456325884025
A_fisher_reads	1	ES_vs_RS	138034	ENSMUSG00000040888	0.7187116474186421	0.7718133431698567	-0.0060781294351112
A_fisher_reads	1	ES_vs_RS	162145	ENSMUSG00000063882	0.6707422996595374	0.7718133431698567	-0.0079348696031239
A_fisher_reads	1	ES_vs_RS	108902	ENSMUSG00000074734	0.5430953834635452	0.7718133431698567	0.0130456325884025
A_fisher_reads	1	ES_vs_RS	170466	ENSMUSG00000037979	0.6587508796501507	0.7718133431698567	0.012022397891963
A_fisher_reads	1	ES_vs_RS	106516	ENSMUSG00000037012	0.6296953848914645	0.7718133431698567	-0.0039747369705033
A_fisher_reads	1	ES_vs_RS	141312	ENSMUSG00000063889	0.5707125771601292	0.7718133431698567	0.0061949093790235
A_fisher_reads	1	ES_vs_RS	162148	ENSMUSG00000063882	0.6707422996595374	0.7718133431698567	0.0079348696031238
A_fisher_reads	1	ES_vs_RS	170464	ENSMUSG00000037979	0.6587508796501507	0.7718133431698567	-0.0120223978919631
A_fisher_reads	1	ES_vs_RS	141313	ENSMUSG00000063889	0.5707125771601292	0.7718133431698567	-0.0061949093790234
A_fisher_reads	1	ES_vs_RS	138033	ENSMUSG00000040888	0.7187116474186421	0.7718133431698567	0.0060781294351112
A_fisher_reads	1	ES_vs_RS	71446	ENSMUSG00000063447	0.6240463560260059	0.7718133431698567	-0.0160778640678138
A_fisher_reads	1	ES_vs_RS	44570	ENSMUSG00000051401	0.5599522612622188	0.7718133431698567	0.0080414472076837
A_fisher_reads	1	ES_vs_RS	44571	ENSMUSG00000051401	0.7456501789946073	0.7718133431698567	0.0039545575475817
A_fisher_reads	1	ES_vs_RS	46444	ENSMUSG00000024772	0.739358125761041	0.7718133431698567	0.0046084652978395
A_fisher_reads	1	ES_vs_RS	46441	ENSMUSG00000024772	0.739358125761041	0.7718133431698567	-0.0046084652978395
A_fisher_reads	1	ES_vs_RS	148931	ENSMUSG00000026766	0.7012079478625575	0.7718133431698567	0.0070830096587776
A_fisher_reads	1	ES_vs_RS	148932	ENSMUSG00000026766	0.7012079478625575	0.7718133431698567	-0.0070830096587777
A_fisher_reads	1	ES_vs_RS	71449	ENSMUSG00000063447	0.6240463560260059	0.7718133431698567	0.0160778640678138
A_fisher_reads	1	ES_vs_RS	171336	ENSMUSG00000029580	0.8896350352142665	0.8896350352142665	0.0018271267064151
A_fisher_reads	1	ES_vs_RS	171337	ENSMUSG00000029580	0.8896350352142665	0.8896350352142665	-0.0018271267064151
A_fisher_reads	1	ES_vs_SPC	176767	ENSMUSG00000035458	0.010401329952296	0.2799930193582916	0.0543672014260249
A_fisher_reads	1	ES_vs_SPC	176768	ENSMUSG00000035458	0.010401329952296	0.2799930193582916	-0.0543672014260249
A_fisher_reads	1	ES_vs_SPC	60644	ENSMUSG00000028271	0.0189825775836129	0.2799930193582916	0.0569248907308264
A_fisher_reads	1	ES_vs_SPC	60646	ENSMUSG00000028271	0.0189825775836129	0.2799930193582916	-0.0569248907308264
A_fisher_reads	1	ES_vs_SPC	13859	ENSMUSG00000019505	0.0284858680312117	0.2801110356402493	0.01458785442094
A_fisher_reads	1	ES_vs_SPC	13856	ENSMUSG00000019505	0.0284858680312117	0.2801110356402493	-0.0145878544209401
A_fisher_reads	1	ES_vs_SPC	170466	ENSMUSG00000037979	0.0819861012081562	0.4386685023721098	-0.0515440356744704
A_fisher_reads	1	ES_vs_SPC	4553	ENSMUSG00000042708	0.1054163075247211	0.4386685023721098	-0.0212947156927911
A_fisher_reads	1	ES_vs_SPC	68641	ENSMUSG00000029131	0.0765956546988974	0.4386685023721098	0.0316307821258316
A_fisher_reads	1	ES_vs_SPC	68628	ENSMUSG00000029131	0.0765956546988974	0.4386685023721098	-0.0316307821258315
A_fisher_reads	1	ES_vs_SPC	48316	ENSMUSG00000025069	0.1099633190836289	0.4386685023721098	-0.018250845674596
A_fisher_reads	1	ES_vs_SPC	48315	ENSMUSG00000025069	0.1099633190836289	0.4386685023721098	0.018250845674596
A_fisher_reads	1	ES_vs_SPC	4552	ENSMUSG00000042708	0.1054163075247211	0.4386685023721098	0.0212947156927911
A_fisher_reads	1	ES_vs_SPC	170464	ENSMUSG00000037979	0.0819861012081562	0.4386685023721098	0.0515440356744705
A_fisher_reads	1	ES_vs_SPC	186925	ENSMUSG00000031847	0.1189609497958263	0.4386685023721098	-0.0185684033333558
A_fisher_reads	1	ES_vs_SPC	186926	ENSMUSG00000031847	0.1189609497958263	0.4386685023721098	0.0185684033333558
A_fisher_reads	1	ES_vs_SPC	117510	ENSMUSG00000014905	0.1585412326879764	0.5196629293661451	0.0298976352071315
A_fisher_reads	1	ES_vs_SPC	117515	ENSMUSG00000014905	0.1585412326879764	0.5196629293661451	-0.0298976352071316
